,100009.SH,125898.SZ,122.SH,1252.SZ,187.SH,12631.SZ,125729.SZ,125629.SZ,116.SH,1177.SH,12593.SZ,12563.SZ,1726.SH,1567.SH,1236.SH,1795.SH,1117.SH,125936.SZ,196.SH,1196.SH,111.SH,125959.SZ,12569.SZ,11418.SH,1137.SH,11317.SH,11874.SH,125932.SZ,125937.SZ,125822.SZ,125488.SZ,1262.SZ,11219.SH,1136.SH,111.SH,11325.SH,11423.SH,11398.SH,12524.SZ,11488.SH,1261.SH,11232.SH,1121.SH,1151.SZ,1262.SH,12831.SZ,1263.SH,125717.SZ,1265.SH,1178.SH,12596.SZ,1126.SH,11567.SH,1152.SZ,11971.SH,1266.SH,11227.SH,1267.SH,12579.SZ,11598.SH,1268.SH,125572.SZ,1269.SH,1261.SH,1153.SZ,12612.SH,12611.SH,11368.SH,12613.SH,125528.SZ,112.SH,12614.SH,12615.SH,12616.SH,12617.SH,113.SH,12618.SH,12619.SH,114.SH,115.SH,116.SH,125969.SZ,117.SH,118.SH,119.SH,1131.SH,125731.SZ,12663.SZ,128233.SZ,1132.SH,126729.SZ,1111.SH,1112.SH,1113.SH,125887.SZ,1115.SH,1116.SH,12589.SZ,12931.SZ,1117.SH,1118.SH,1119.SH,1133.SH,112.SH,1122.SH,1271.SZ,1281.SZ,1123.SH,1282.SZ,1283.SZ,1124.SH,1272.SZ,1135.SH,1136.SH,1284.SZ,1285.SZ,1125.SH,1286.SZ,1127.SH,1128.SH,1287.SZ,1137.SH,1288.SZ,1129.SH,11351.SH,1289.SZ,113.SH,1138.SH,1131.SH,1231.SZ,1132.SH,1133.SH,1134.SH,1281.SZ,1139.SH,1135.SH,12811.SZ,1131.SH,12812.SZ,1273.SZ,12813.SZ,11311.SH,11312.SH,12814.SZ,1274.SZ,12815.SZ,11313.SH,12816.SZ,11314.SH,12817.SZ,11315.SH,12818.SZ,11316.SH,12819.SZ,11352.SH,1138.SH,1139.SH,1282.SZ,1232.SZ,114.SH,12821.SZ,12822.SZ,12823.SZ,12824.SZ,12825.SZ,1233.SZ,12826.SZ,12827.SZ,11353.SH,1234.SZ,1235.SZ,1236.SZ,12828.SZ,1283.SZ,12829.SZ,1141.SH,1142.SH,12832.SZ,12833.SZ,11317.SH,1237.SZ,11318.SH,12834.SZ,1143.SH,1238.SZ,12835.SZ,11319.SH,11354.SH,11355.SH,1239.SZ,12836.SZ,1275.SZ,1276.SZ,12837.SZ,12838.SZ,11356.SH,11357.SH,11358.SH,11359.SH,12839.SZ,1284.SZ,11351.SH,113511.SH,1144.SH,1277.SZ,1231.SZ,113512.SH,113513.SH,1145.SH,12841.SZ,12311.SZ,113514.SH,12312.SZ,113515.SH,12313.SZ,12314.SZ,12842.SZ,113516.SH,12843.SZ,113517.SH,12315.SZ,12844.SZ,12845.SZ,113518.SH,12846.SZ,12847.SZ,12316.SZ,113519.SH,11352.SH,12848.SZ,1278.SZ,113521.SH,1132.SH,1146.SH,12317.SZ,1147.SH,113522.SH,12849.SZ,1148.SH,1285.SZ,113523.SH,113524.SH,12851.SZ,113525.SH,1149.SH,115.SH,12318.SZ,12852.SZ,1279.SZ,1271.SZ,113526.SH,113527.SH,12853.SZ,12854.SZ,12319.SZ,12855.SZ,12856.SZ,1151.SH,113528.SH,1232.SZ,12321.SZ,11321.SH,12857.SZ,1152.SH,12858.SZ,12711.SZ,113529.SH,12859.SZ,11322.SH,1153.SH,1155.SH,1154.SH,12322.SZ,1156.SH,12323.SZ,12324.SZ,12712.SZ,1286.SZ,11353.SH,12861.SZ,113531.SH,12325.SZ,1157.SH,12862.SZ,113532.SH,113533.SH,12863.SZ,11324.SH,12864.SZ,113534.SH,11325.SH,12713.SZ,11326.SH,12865.SZ,1158.SH,12866.SZ,12867.SZ,113535.SH,113536.SH,12868.SZ,12326.SZ,113537.SH,12327.SZ,11327.SH,11328.SH,12328.SZ,12869.SZ,113538.SH,1287.SZ,113539.SH,11354.SH,113541.SH,113542.SH,12871.SZ,12329.SZ,113543.SH,1233.SZ,12872.SZ,12873.SZ,12331.SZ,113544.SH,12874.SZ,12875.SZ,12332.SZ,113545.SH,12876.SZ,12877.SZ,12879.SZ,12878.SZ,113546.SH,113547.SH,12714.SZ,113548.SH,116.SH,1159.SH,12333.SZ,12334.SZ,1161.SH,12335.SZ,113549.SH,11355.SH,113551.SH,1288.SZ,12881.SZ,113552.SH,1162.SH,12882.SZ,1241.SZ,12336.SZ,12883.SZ,113553.SH,1163.SH,11329.SH,12884.SZ,113554.SH,12885.SZ,12886.SZ,12887.SZ,113555.SH,12337.SZ,113557.SH,1164.SH,113556.SH,113559.SH,1165.SH,113558.SH,1133.SH,12888.SZ,12338.SZ,12889.SZ,12339.SZ,1289.SZ,12892.SZ,1242.SZ,12891.SZ,113561.SH,113562.SH,1234.SZ,12893.SZ,12715.SZ,11331.SH,12341.SZ,1243.SZ,12342.SZ,113563.SH,12894.SZ,1244.SZ,12895.SZ,12896.SZ
rating,AAA,AAA,AA-,AAA,,AA,AAA,AA,AAA,AAA,AAA-,AA+,AAA,AA+,AAA-,AAA,AA,AAA-,AA+,AAA,AAA,AAA,AAA-,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AA+,AAA,AAA,AAA,AAA,AA+,AAA,AA,AAA,AAA,AAA,AAA,AAA,AA,AA+,AAA,AAA,AAA,AAA,AAA,AA+,AA+,AAA,AAA,AAA,AAA,AAA,AA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AA-,AAA,AA+,AAA,AAA,AA+,AAA,AA,AA+,AA-,AA+,AA,AA-,AA,AA,AAA,AA,AA,AA-,AAA,AA+,AAA,AA,AAA,AA,AAA,AA+,AAA,AA-,AAA,AAA,AA,AAA,AA,AAA,AA+,AA,AA+,AA,AA,AA+,AAA,AAA,AA+,AA,AA,AA+,AA,AAA,AA,AA-,AA+,AA,AAA,AA+,AA+,AA,AAA,AAA,AA,AA+,AAA,AA+,AA,AAA,AAA,AA,AA,A+,AA,AA,AAA,AA,AA-,AA,A+,AAA,AA+,AA,AA,AA+,AA,AA,AA,AA-,AA,AA+,AA,AA,AA+,AA,AA,AA,AAA,AA-,AA+,AA-,AA,AA,AA,AA,AA+,AA,AA,AA+,AAA,AAA,AA,AA,AA+,AA-,AA+,AA+,AA+,AA-,AA+,AA+,AA,AA,AA,AA-,AAA,AA+,AA,AA,AA,AA-,AA,AA,AA-,AA-,AA-,AA-,AA,AA+,AA-,AA,AA,AA+,AA,AA-,A+,AA-,AA,A+,A+,AA,AA+,AA-,AA,AA,AA,AAA,AA,AA,AA+,AA-,AA,AA-,AA+,AA,AA,AA+,AA+,AA-,AA+,AA,AA-,AA+,AA-,AA,AA,AA-,AA,AAA,AA,AA-,AA,AA,AAA,AA+,AA,AA,A+,AA-,AA,A+,AA+,AA-,AA-,AA,AAA,AA-,AA+,AA,AA+,AA,AA,AAA,AAA,AA,AA+,AA,AA+,AA,A+,AAA,AA,AA,AA,AA,AA-,AAA,A+,AA,AA,AA-,AAA,AA,AA,AA,AA,AAA,AA,AA,AA-,AA,AA,AA,AA-,AA-,AA-,A+,AA,AAA,AA-,AA-,AA,A+,A+,AA-,AA-,AA,AA,AA-,AA,AA-,AA-,AA-,A+,AA,AA,AA,A+,AA,AA-,AA-,A+,AA,A+,AA,AA+,AA-,AA,AAA,AA-,A+,AAA,AA+,AA,AA-,AA,AAA,AA,A+,AAA,A+,BBB-,AA,AA,AA-,AA+,AA,AA,AA,AA,AA,AA,AA-,A+,AA-,AA+,A+,AA-,AAA,AA,AA,AA,A+,AA-,A+,AA,AA,,A+,A+,AA,AA+,AA-,AAA,AA,AA+,,A+,AA,A+,,AA,AA+
